sentiment,text
-1,still no iphone update
-1,exam day
1,@jaredmontz im a goof
1,@caitibeth hahhaa failblog
-1,my dee amp ricky pin broke
-1,missing london
1,so u should definitely aim me  mzzdanzer209
1,first trip to the er ever
-1,lolbattlefield shayliiee is laughing at me
1,@andrebernardo you like little boots too
1,@bobbiella its really tasty too
-1,no one talk to me anymore on here
-1,why isnt it friday
-1,@buckbeakbabie i know  mah purple candle
-1,i hate this loneliness thing
-1,going to sleep i think working in the am
-1,i cant talk i lost my voice
1,about to sleeep
1,@missingstudios wow looks good   nice work
1,@jannieautzen my words exactly
1,@lvcarolee on the way via paypal
-1,i dont even wear leather
1,is excited for dilloooo day
-1,@onetreehillblog your post made me
1,hughlaurie  protest song httpbitly14edd3
1,@jasperhale25 yes it is worth it jasper
-1,@aimecain hahahha beeree boeng stagga tories man
1,@amandabcdefgh lets go toaspen
-1,rest in peace neda
1,@nicolepenney love the new display pic gorgeous
-1,@leeteeaee awww im sorry to hear that
-1,the thunder is scaring me
-1,@jennypotpie i canno find u on the space again
1,is going going out
-1,@dewzpingpong awwww
1,new video is processing
-1,cant listen to w4 live stream not working today
-1,went to yoga tonightbut then ate taco bell
-1,@jeyowenji wah could be
1,getting ready to go to the pool
-1,no on is following me
-1,@deewoz i want a new purse too
1,@otnaicus nope nope
-1,i really wish my room was clean
1,the rabbits name is aishan so cute
1,good night twitterversethanks to all of my tweeting friends
1,îïî¿ïî¼îµ î³îµî½î½î·ïî¿ïïî¹î±  @iliaskount nephew deb8
1,@ewcandy awesome
1,has just had a shower and its feeling good
1,@beelovessyouu
-1,at edmonds park somebody save me
1,star treck is on
1,@spymasterphil hey can i have an invite  thanks
1,at the venue stoked for anarbor to play
1,@mtvbuzzworthy good choice
1,whatever hits the fanwill not be distributed evenly
1,federal services now with more lag   httptwurlnlaon3pt
1,have fun with that
1,community challenge 6 up now for @chrispirillo  httpbitly8b0ye
1,who is playing with google wave i am
-1,@sillycleo woo you couldnt fit nyc in there
-1,is it really monday already
-1,work time
-1,pigged out all weekend damn cold weather
-1,downside my arms are sore
1,@nextonheroes httptwitpiccom6ucgb  im loving this  sarmy 
-1,@issuesdagreat i wanna cry
1,is very tired and bored but happy
1,good morning its gonna be a beautiful day
-1,has a british accent  hahaha
1,bamboozle  say hiiii
-1,welcoming our last rider
1,@davorado @leglesslush @bonniestwit @bluenscottish @aknickerson @emigrant  thanks
-1,sending an obit for a former judge
-1,i have gained weight
1,@chrisstokes1969 o okay well cant wait too see it
1,@silverain35 and many  many more
-1,@vanillab lol yep i need it back
1,is hoping to finally get some answers today
-1,@itslindsaaayyy whaaaaat  thats so sad
-1,going back to sleep
-1,going to work on such a pretty day
1,@sssshenin obvs
1,agh i love blink
-1,owww jonas all gone now
-1,no luck with the sword in the stone
-1,wanting to go to craven but its sold out
1,is everyone coming out for the portland show tonight
1,fuck yes got my blink 182 tickets
-1,off to bed me thinks biology in the morning
1,watching gossip girl  omg i looove it
-1,i have an issue trusting ppl thats bad
-1,wow i am so bored
1,@manishpolitix thanks so much appreciate the support
1,@bengerstein awesome always love to hear that
1,inspired by @crispynoodles  â« httpblipfm7f39l
1,@paulmritter id hope the two arent mutually exclusive
1,just gave my 8 year old brother a pedicure
1,@jakegarton well not really but thanks
1,good morning
-1,everywhere i work keeps getting downsized
1,is gettin a ticket for dour
-1,wondering where the heck he is
-1,kidding  just sucks being sick
-1,did i miss cheno presenting at the tonys already
1,@sirensgate oops sorry i wuv you
-1,im so lazy to buy the printers ink
1,@perezhilton suboï¿½s second but won anyway
1,@donniedoll we are party girls really lol  dolls
-1,brian stole my ice cream
1,@joyrider34 and also all the darkness falls away
1,@lorehdz me too
1,is trying out this twitter business
1,@kclanderson thanks
1,work tomorrow
1,has cheetah print nails now
1,baking cookies
1,im off for tonight good night everyone
1,last skinny tie tuesday of the year
1,@sarahanngreen good to hear it
-1,too bored
-1,i have a sunburn on my faceit hurts
-1,got 9 hrs to prepare for labs
-1,all my or our plans are spoilt
1,going out with my brother and his buddies
-1,hnngh i just got my period i hate cramps
-1,@carlos24seven i wanna give you a hug
-1,and now no one will im me back
-1,@artsciencesound i wanna be adam watts
1,@davidinaustin watching now  thx a lot 
-1,@cincylovesnkotb awh im sorry to hear that its okay
-1,@tuftedpuffin oh dear thats no good
-1,can i be done now
1,eating sweet corn w butter
1,@osch and happy birthday to you sir
1,things are suddenly looking up for me
1,@sndancer751 im watching john cho hahaha
1,@mileycyrus if you find it out explain me please
-1,home sweet home i think no huaaaa
1,@gigicapone nothinis the show on then
-1,dont want to go tomorrow again 3 more days
1,wishes she was in ny eating pizza
1,looking for new ideas for my blog
1,@alancarr i think your amazing
1,omgomg ts3 comes out tomorrow
1,happy birthday mommy
1,@comedyqueen byeeeeee
1,suppppa happy
1,good night everyone time to go mimmiz
-1,wondering how i will get moved
1,@camerontdf oh so cute happy birthday to you mum
1,@everydayblues ï¿½tima bourbon street feelings
1,watching bride wars bluray with my mom
1,cant have my hands smooth for tommorows rocky rides
1,@iloveyouhopie i luz the jets
-1,injured myself
1,its raining this day is just getting better
1,@kristieblake ill get the popcorn
1,just got on a pogo stick
1,rockin to 2 summergirl @wearestereos
1,have fun in the shower
-1,whatif my cousin marsha wasnt my cousinid surely die
-1,my arm hurts
-1,@missheathyrm its taken girl  go read my comment
1,all packed and ready to go
-1,sadsad back to work now
1,gaugefucking wrote joined miniblog  httpbitlyvbbvb
1,school thank god its almost over
-1,@taylortrash no  i work tuesdaysaturday
1,@tbaby81 but i dnt feel any way about u
1,@mjnewham lol cheers for posting all those links
-1,just left the dentist  harsh
-1,really tired
-1,i cant go back to sleep
1,@misshifi definitely
1,@spems thanks
1,i just woke up
-1,that hurt
1,@alexanderkalma its the future dont diss the future
1,haha i love that youre texting in church becac
-1,@ work whoomp whoomp
1,@wirehead hehehepoint wirehead
-1,my car is officially dead rip nancy
1,@garyshort coming back to a nice sunny day mate
1,im about 2 order my magazine
-1,arggghhhh exams start on  tuesdayyyyy
-1,i just stung my arm on stinging nettles
-1,@stubbonomics bad luck about the motor
1,visiting my family and the kids
1,life is goood
-1,@lamborghinibow i know you see me write to you
1,beernachos with everything at taco mac
1,@mattlinseman sent you a fr on facebook hun
-1,sitting upset on a saturday evening
-1,this sucks i hate razor phones
-1,why cant i b lucky like you
-1,ugh im gonna go to eat medicine again
1,taking it wayyy back  httptinyurlcom5rgjup
-1,sore throat ear ache oh man no grrr
1,marky attempted to surprise me in whittier
-1,three hours of sleep  fml
-1,@kirstielu never be good enough for him
1,@howtogetback thanks for the followfriday mention
-1,i want some ice cream
1,@janinearielle httptwitpiccom6gkcr  cool shot
-1,i broke my reefs
1,@7726 i will thanks
-1,@cleo i switched on one energy saving bulb
1,@miggyseize  me too
-1,going to the wake
-1,its suppost to be nice in june wth
1,one more hour
-1,@sebbypeek its not a sad thingggg
-1,@violetjazz tomorrows no good for me to practice
-1,@tommcfly tooooooom omg
1,worked all daynow some shopping time
-1,im sick and tired of being sick and tired
1,just made lunch for the familyyy
1,@meghornby chamber of secrets
1,@guilhermem all good  you
1,@ddlovato httptwitpiccom4d5nd  thats so awesome
-1,misses his dance classes
-1,@monroejnicole mines just started actin funny today
-1,well guess my charger doesnt work again grrrr
-1,leaving my favorite place  cincinnati
-1,@beccyw i am no good at pig latin
1,@craterburnsyou loving the new pic
-1,@jesmakeup n0  im back in vegas sooooo madsad
1,@hellolizzi  okay wellill add you
1,@heartshopping  you too hun
-1,@itschelseastaub whoa this is crazy
-1,bored as hell
1,@paperroute have a great show guys
-1,dammit brock isnt calling him mur anymore
1,just got home bought two col shirts at analogsoul
1,@seankingston good luck
1,@semmicone heyy gurlie welcome to twitter
-1,doh no love from @theclimbergirl   climberpickup
-1,@chelseamarie nothing im getting tired too early  you
1,yay chuck gets a third season
1,@dtpriceless awesome  putting that in my favorites folder
1,hello twit babies
-1,these links dont seem to be working  @easilyaroused
1,ps got my fictionpress all set up
1,had sooooo much fun at alicias party
1,@tophat666 i could use a new first impressions video
-1,too much pie  now my tummy hurts
1,i would love to welcome all my new followers
-1,@momoelizabeth09 me too
1,good morning twittermate
-1,coco i heart you so sooo much
-1,aw uncle jon jenny and audrey are leaving tomorrow
-1,i miss baman and piderman
1,@cbackas welcome to the club
-1,@djvlad   thatz so sad 
-1,@pwnedddyo i miss you too
-1,my buzz went away
1,is reunited with his beauty of a laptop
-1,work and work this is so boring
-1,misses too many people this saddens me
-1,had fun at the cards gameeven though they lost
1,@kmx9000  i love this show
1,nevermind i got me some plans going outttt
-1,i wish i would have remembered sunscreen
-1,is depresed
-1,off to work
-1,eeeeeekkk only 10 pain pills left  oh no
1,such a bootiful day for brunch in cobble hill
-1,@srosenberger @adinges agreed annie should have totally won
-1,@liananicole  i wasnt loved as a child
1,@pixidust wo0t you should update your lj
1,okay now i want my own froyo biznes
1,@mayhawkeprime glad to have passed on the love
1,@toddbrink hey toddster  whats happening
1,agreeing with jordan
1,@bradmoss love it
1,httptwitpiccom7gpo0  joe and i on picture day
1,thunderific
1,@choonyee thanks for sharing i trust ur taste
1,decorating my room
-1,@alanadem didnt dance with me
1,@kaymoneylove awww thanks i love you
-1,@darlingnickieb daaannnnggg you dont love me no more
-1,that was shocking
1,work day 2
1,cry baby  â« httpblipfm7sgxb
-1,nope not yet
1,@thisislilwayne im there
-1,who will water my flowers while im gone 
1,twilight has to be one of my favorites
-1,@lopzeelopz yeah  sad its gone now
1,im going off to dream about sidney and adam
1,ready to sing
1,goood afternooon
1,@nightmareofyou have fun in dc guys
-1,@bogwhoppit not a very nice follower
1,meeting jesse satov for the first time
-1,sarmy bring me prozach more quinto stat
-1,im getting so aggrivated with life right nowim sad
-1,@shallwemosh me
1,@karinaland im on msn if you wanna talk
-1,@pinksugacupcake i never watch the right channels
1,cold world tickets soon to be mine
1,cant wait to sleep in on friday
1,anatomy and physiology has my life
-1,tossing and turning tonight
1,im off see you guys tomorrow
-1,@rmbeany snif
1,@ferrisomogyi gefeliciteerd
1,bbq to day and then out on the town
-1,a whole block of chocolate not goooood for me
-1,@nikkers  damn you guys recording tonight sweet
1,@jlopezdr work teach go to the airport
-1,@rawwrzoee ugh im jealous
-1,@rayraysmiley yup sorry about that
1,mie sedap yummm instant noodles are my favv
1,@court0605 no just a response
-1,i want my 360 back already
-1,i wanna go to the gucci cafe
-1,this thunder is scawy
-1,@emmmmm11 nope theres nothing to rp without you
1,@kristenstewart9 youre so cute
1,i love tech n9ne
-1,what shood i wear
-1,@sberg1 boooo  tattooooo is more sexy
1,@emilylynchmusic thanks
1,random tweets amuse me
-1,back to work
1,@abrowngirl im getting addicted to twitter
1,watching the footy
1,@rocketman528 thank you hopefullylike tomorrow
-1,@wossy  her and her eyebrows will be missed
1,sleeping with my babies
1,wooo diversity won britains got talent
1,@corinej @illutic thanks
-1,err my cellphones broken
-1,holmes whats that about me being a skinny twig
-1,is going back to study for a little while
1,@khloekardashian you should pass by doral
1,@gayleforce soo did he fall off
-1,a rare sunday at home miss church family today
-1,@adamasitybritt come take me to the doctors
1,@jenkpep that sounds delish
-1,no more bbq  it was really popular
-1,@matteykel rubbish times  sorry about that
-1,cant think of what to do for this redesign
1,@jfkjohan yeay yeay
-1,@shesatimebomb and totally depressing
1,death disco amazing  smangled x
1,oooh my first twitter maintenance
1,gtg see u later haha
1,well srry @taytaytnk
1,@bomchikawahwah sounds yummy now im hungry
-1,@clairestein clurrrrrrrrrr oh its been so long  missu
-1,2 hours left
1,@aliciakan wish i was having champagne with u tho
1,and now listening to beethovens moonlight sonata
-1,ugh just one step away from nationals
1,@theremuslupins @marcihearts glad to hear you guys are ok
1,@mochafrost243 @pickleling hey love
-1,@carlyrush a mile and a half from my house
1,@sherrypcmo thanks
-1,sundaze noon ive a workhuuhstill sleepy
1,am happy with making
-1,@babyjew im sorry i suck at life
-1,@pikakii oh no whys that
1,@sheraan selective twitter is working well for me bro
-1,damn about to lose mobile phone power
-1,me no fewl goods  failwhales
1,@explodedsoda ltbest user name great to meet you yesterday
1,@scottskiba i dont know anything about it
1,@konichiwabiatch good morning from switzerland
1,love is here  tenth north avenue awesome song
1,@hwy61revisited night
1,at a carwash
-1,back from the beach and back to the grind
1,@bitephotography my scottish bestfriend
1,@ohsweetnibblets btw they have accepted you
-1,you dont know what the purpose should be
1,im watching charlies angels tonight
1,@graphiquillan brilliant
1,and i have to wait six months
1,@rosanimal  ooooh sunbathing sounds fun x
-1,got burnt today   on one side
1,@woahitssarah i love it  its fucking great 
1,@redpeanut hey want to do some welding
-1,@aaahhaa yeah no ones got back to me either
1,@lililovegood wicked awesome
1,i survived new bodypump and bodycombat are absolutely fantastic
1,@mmend018 hell yeah  lol
-1,gahh its raining  ltfob is my lifelt3gt
1,delongeday  magic with sister   delongeday
1,@aishaalthani i meant it for jojo sorry
1,@jlab i guess you didnt like it
-1,food and sleep back to atown tomorrow
-1,had a blood test today
-1,@selenagomez only 3 more days
-1,@iammrbloom  well hopefully one day soon
-1,no relaxing sunday for me
1,@krisallenmusic i love the trailer thanks for the link
1,@ddlovato stop thinking of me
-1,hella bored at the house all alone
1,@sophiestication good luck
-1,cleveland @msjbell congrats orlando
-1,@msanch why
1,truly madly deeply loves all of her friends
1,is listening to music sooo bored
-1,my head aches  need to go home
-1,@lovehermadly ohhhh that was fun indeed
-1,just lost respect to someone
-1,this is all so confusing
1,im in a good mood today god isz goood
1,everything is funnier with an accent
-1,is still feeling sick
-1,@kirstiealley welcome back i think everyone is sleeping
-1,@morgainefay so did i
1,watching the land before time
1,goodmorning everyone
-1,insanely screwed for history on monday
1,@jeffbushes haha oh yeah  i guess youre right
1,@mhenslee pray or laugh
1,cant have a teabreak without tea
-1,mondaaay mondaaay come to me soon
1,@hiroboga  wonderful sitewonderful calm  healing energy
1,tgif girls night
-1,is all alone
-1,clearly not
1,@wolfierankin lol cats  such intrepid explorers
1,@cartman welcome to the club
1,@malachirivers well i cant wait to hear it
-1,im sorry about you car
1,@casandraleigh no problem sweet
-1,feels like i have no friends
-1,hmm its like storm and rain outside
-1,saying goodbyes   will miss you mr scheiman
1,@inkblotsart i cant wait to see the pendants
-1,httptwitpiccom6b9jr  strange the summer
-1,@bcahniacnka of course haha where were you
-1,hungry waiting for lunch
-1,@juliemoore lunch yesterday didnt go well then
-1,is looking for a job  life sucks sometimes
-1,everything is still broken
-1,just found out the worst thing today
1,@enmanuelmc fuck yo mutha my piano playing was amazing
1,yes chuck is coming back
-1,@princesssuperc why didnt you come to dublin with brit
1,@hillkath lol just a number
-1,@chantiparnell yesss real life he is gay
1,@nickydiamonds hey you
-1,feels like eating satays  httpplurkcomprdlkc
-1,so tired
1,@christyxcore sm fatigue and burnout a good example
1,@letssingbaby thanks girl and loving your picture
-1,@robbiebarnes no sky terrestrial analogue only
-1,@angel9293  did you see jackies twitpic
-1,oh no lost another guy at 489k  wiebe
-1,@okgop4me i miss sonic
1,@hannahnicole11 try to make it the most updateable possible
1,@pauljholden coolbeans perhaps i will find you there
1,@holeycoww thank you
-1,@slickiris video is not available to us foreigners
-1,needs more followers
1,@evileuropean maybe less evil this time around
-1,listening to music its so boring here
-1,bought ipb suddenly my paypal isnt looking so healthy
-1,sad to think the spectrum will be gone
1,@xoxosteppie yayyyyyy  thanks    wooohooo
-1,@vegas0zero at least you got to play
1,@vjweedman independence allday ã© noix entã£o
-1,@dollforlife yeahunfortunately  
1,curious case of benjamin button
1,@lauralou27 its a long hair thing
-1,misses a lotta people
1,i had many drinks for you  @littlemissnicki
-1,3rd rehearsal amp  still have lots 2 do
1,@selenagomez whats upp miisss 
-1,i have a rash on my arm poison ivy
-1,httptinyurlcomdf9yab this makes me want to get married
1,@towcesternews ive seen aboutmyarea before  even used it
-1,@xoxoxoe oh right fair enough
-1,i want to go to the beach
1,having a good summer so far
-1,is all alone in nice
-1,so tired
-1,i started thinking about my past again
1,think ill listen to third day
1,@kmcconaughy doh we havent watched it yet
1,@screamonics lol twinsssss
1,@michaelcera i cant wait to see year one
1,mmm day time tv
1,beginning of june tomm summer vacay is almost here
-1,its raining i cant walk my dog
1,@freeman1993 happy birthday to u first nitez
1,olive garden with matthew
1,received baimomo amp etrue replied on orders received
1,@vpmedical @liliales thank you
1,@teamdemilovato thank you  
-1,must go wash dishes
-1,@mgetzski yeah im thinking so
-1,@potionsmaster ooc thats too bad
1,@briangoff drag me to hell of course
-1,youtube is in in maintenance mode
1,@madisonyoung the pictures look amazing too youre so photogenic
1,loves her david soooooo much lt3
1,wee how was everyone doing
1,@maj1210 haha does it sound comfy
-1,@thespecs at least you dont have to share
-1,@xstephyb stephy make the rain go away pleaseee
-1,im having trouble dling the transformers movie
-1,12th standard sucks
-1,day already sucks gotta ticket this morning
-1,wants to go to turkey
1,@bbismybb do you play or just watching
-1,@themandymoore i hope its not true
-1,poor damarques  not lookin good so far
1,meagan is singing to me again
-1,@elainegiles hhhmmmpppp still not getting it
-1,charlies roastbeef mostaza no manejamos wtf
-1,kill me please  oh crap school tommorow
-1,@justinmgaston you seen to be so sad why
-1,ok im not good at ratios
1,cant wait for tomorrow
-1,tiiiiiiireeeeeeeeed
1,@tweetpea why thank you ms tweetpea
-1,@xxxsteviexxx thanks yeah try  ha oh good luck
-1,miss every1 already
-1,i cant promise that jourden honestly i cant
1,@celindaindahh thanksss indaaabalindaa
-1,@atlantisjackson huh oo got me confuzzled now  lol
-1,@grunzen those poor new hires
-1,my ipods not working so uncool
1,@trenttsd 2 words pepsi throwback
1,tomorrow with @tigersdie
-1,@lauzmur lauren i want to tell you something
1,got people round for dinneranyone else coming
1,@tpolley praying
1,@amstarkey hahaha ususally thats my cure for everything
1,httptwitpiccom3lk9i  oares prea odihnit
-1,@barneybaby didnt make it to facebook before bones
1,@tashaamay that does not count revise child
1,@fierce90 aww thanks babe i need it right now
-1,still rewriting some dumb stupid music
1,changed my name from britni to brittbrittani
1,@savagestar lmao sounds good
-1,damn my mum took away my 360
-1,wishes everyone didnt go to sleep
-1,enough tweeting time to get back to work
-1,packing up and going home i feel like shit
1,@mduette not everyone just me
1,smile makes life perfect and peace begin with smile
-1,i dont wanna be sick  i miss him
1,@djjunebug nice pic  aha working hard
1,@paulsteele no problem it was lovely to watch
1,quotbe yourself everyone else is already takenquot
1,@luukchristiaens well im happy then
-1,why must chemistry revision be so boring
-1,@angelicshades aw yeah i had to skip dampd too
1,watching college with amy
-1,@stewdotcom i cant im still sad
-1,feelin empty lost
-1,a little shakeitabout earthquake in caracas
1,l for lancey and lakers wooo
-1,is not looking forward to today
-1,la is gloomy right now
1,@izumimon thx i try to talk you
1,its play time
1,@babymakinmachin thats okay congratulations i know you tried
-1,@alegrya what happened why is your car sick
1,im home at last
-1,painfully slow internet up here in turrialba cr
-1,last night with my kids
-1,@gurlstrange oops  there goes my nondrinking buddy haha
1,@tomvmorris good morning funny philosopher
-1,tense neck  shoulders  massive headache
1,okay i keep on telling random stuff right now
1,thai sweet chile udon noodles for dinner tonight
-1,well pooh i spaced on a phone call
1,@heyiloveyou ooooh  hahaha
-1,trying to live without you
-1,@murz13 that really sucks
1,watching nsync vids on youtube  memoriesss
1,@ammonyte yes 13 not 22 thanks martin johnson
-1,the episode is about no doubt tix wow
1,@natalie111 noone cares haha jk love you
1,watching taylor swift fearless tour behind the scenes yaaay
-1,@anea herei have been hereyou have not beenliar
-1,why cant you love me like you did before
-1,boys are having a treeeees sesh im studying
-1,back to work
-1,setting off the day with someyou guessed itlaundry
-1,didnt get the job
-1,@blondie128 you should come home soon
-1,@nerdydork aww that really sucks
1,@viking1959 sounds like a ncie weekend
1,@davidlink youre welcome
-1,is having a lot of trouble getting to sleep
1,httptwitpiccom5oz77  just for you
1,about to be on my way too school
1,@janejardine i shall  loveeeee x x x
1,@courtneycummz
-1,httptwitpiccom7mhk5  there was a brownout at
-1,work sucks today
1,with ashley for the day
1,@artymoony what was the advice
-1,the sight of my unread emails makes me sad
1,on the road 2 rockin roots
-1,@geekgirl444 my boobs are already at my knees
1,walking in the sun with children and dogs
-1,donevwith work bored with nothing but my thoughts
1,@samtagious fair point ill take the good karma
-1,everyone is asleep
1,bought it
-1,httptwitpiccom7wvja  but very few
1,@tommcfly tom is in trending topics
-1,@barrybrown were missing the toy show at javaone
-1,@mwesterhold that sucks
-1,@socalfirefly thanks lady i dislike kidneys sometimes lil assholes
-1,back to office tomorrow
1,@moonfrye awesome the 80s were the decade
-1,needs gto do sum work boo hiss boo
-1,followfriday @blwbyrd  but its only thursday
1,uhuiii move up by 1  67 twittercom
-1,hugely disappointed with the lost season 5 finale
1,am procrastinating online must start packing boxes
1,@ddlovato hi demi i like your real name
1,got off work early  the power went out
1,@ashluv09 is that good  lol
1,replaced my stolen ipod with a shuffle
-1,feeling quite sick right about now
-1,oh nooooo im awake  whyyyy
-1,for the recordim working and it sucks
-1,the babe is sleep  back to project planning
-1,i cant fall asleep this sucks
1,@bossk multitasking weekend edition
1,httptwitpiccom6tixq  yummy alcohol for tomorrow
-1,ref must have swallowed that whistle on that trip
1,lunch with mama dukes
1,yay getting a new ring just like blairs lol
-1,@teeco71 i only have 352 followers
-1,@geezerbird chance would be a fine thing
1,wordpress is smiling at me
1,@tennisreview grata pelo followfriday
1,@deadpanalley thats so great thanks for letting us know
1,@jonasbrothers ill be there
-1,my head is going to explode ahhh major headache
-1,exciting day aheadyeah right
1,@lcpromotions for sure
-1,i forgot the jam for my cake
1,good morning everyone
1,@sexismoove awww thank u
-1,super pissed offf
1,daddy home
-1,@credulesque i wannt join  i love prons
1,@justinphillip lol i forgive you
1,@joshuaseo you simply get there step by step
-1,@cybelem pneumothorax poor kitty
-1,oh yes which i still am unable to locate
1,@gloriousness thank you you are so helpful
-1,what a bitchh
-1,another meeting in the morning
1,@firstladyoflove nice massive congratulations to her
1,oh good  its back on
-1,worst headache in a long time
-1,computer is still at best buy
1,@themoneyqueen lol good idea
-1,@jeanettep i know
1,@admance is it still raining down there
1,@davidarchie httpbitly12ibq2  hope you check it out
1,watching ace of cakes
1,gets to see sky on friday
-1,@mcraddictal who is andrew sorry
1,my desk is now complete  httpyfrogcom0jqh0j
1,lets get it poppin
1,@lazymouth nooooooooo many happy returns to your little munchkin
-1,is off work sick  argh n
1,@rochelicer lets get it
-1,says mikie not feeling well  httpplurkcomp119ylw
-1,i hate feeling sick
-1,rain rain go away come again another day
1,@hisbabygirl oooh extra credit
-1,i feel sick to my stomach  ick
1,got asked out on a date  soo nervous
1,httptwitpiccom6bcvd  @xosufixo heres a close up
1,@andrewschof hows u lovely day here
1,one tree hill
-1,gotta finish french hw  so not bothered
-1,@joyntheir yes indeed
1,its saturday night
1,time to go great sun
1,@ddlovato 92 days until i see you
1,new facebook page be a fan  httpbitlyxeth7
-1,just got home from church i hate home work
-1,@yuntraining it was all over the net  sad
1,is so glad its friday
-1,oh really wanna see taking back sunday with @joanners
-1,quotin pain in the membranequot
-1,dropping ashley off at the airportim gonna miss her
-1,i want to find a guy like jim
1,time for bed if i can sleep night twitter
-1,all i can say is dam it to hell
-1,bored and super sleepy from this wknd
1,@ work this week some new instrumentals stay updated
-1,someone deleted @astridfeliciano  new account
-1,working now
-1,laying in bed w toothache and backpain
1,working at home
-1,french oral exam today
1,@bookladysblog   beatwittyparty
1,@beecs its already out and its worth seeing
1,@mollieofficial yay glad to know it got played
-1,@abisignorelli @a5hley bah still at the office
1,@jeffcason must have been a good concert
-1,@jonasbrothers fix ur youtube account suspension
1,@thisiscaliluv  good luck
-1,just wondering but am i like invisible or something
-1,@mindofz jealous wish i was still in tokyo
1,@hdmoore two months too early dont you think
1,watching cruel intentions  on e41 
1,its cold but im fine
1,@maureenjohnson i think you should get red streaks
-1,@iamonyx ahhh man  ketsup
-1,not looking forward to work tomorrow
1,@evybabee ok if youre asleep howd you tweet this
1,jay leno cracks me up
1,@motogptalk people dont race on paper though
1,last night was amazing happy mothers day
1,read 15 books in may
1,@lukeverge is this supposed to make sense lmao
-1,uh damn this junior volunteer app is long
-1,is not in a good mood
-1,@thomasj the end was such a great venue
-1,is sad just realized its only tuesday
1,@sarahcawood httptwitpiccom4he5h  awww soo cute  xx
1,@blouisep me and aj both love it
-1,i eat too much
-1,canucks and the bulls down in one day
1,happy mothers day to all mothers
-1,@lovablekeke thankss grr i hate bein sickk
-1,is hungry  but nothing sounds good
1,watching bones and snacking
1,@cassandrahmusic  aww how house wife of you
-1,cant upload a picture  stupid thing
-1,katie and peters marriage officially ends in 56 weeks
-1,@skadoodlequany  i used to but not nemore
1,@jdromes preciate it
1,nighty night dont let the bed bugs bite
1,someone in united states liked phage wars httptinyurlcomb7jogl
-1,i hate this part
-1,y does no1 speak to meee
1,enjoying a small l for good old times
1,@keithjbell i care
-1,has a massive headache someone please massage my brain
-1,@jollyubriaco but i love you
1,oh and i also got sims 3
1,i think i will send a cv
1,@xtempora of course
-1,@jfer32075 @runningfree i wish we were going to nashville
-1,my backrounds not working help
1,cookies make me so so so happy
-1,tummmyyy huuurrrttts  i want the weekend now
-1,i still cant follow this
1,cherrypie and a coffee life is good
1,@realmeatloaf  i canï¿½t wait
-1,will probably be late to sponsorship meeting
1,people add me
-1,its raining in dc
-1,@mekfly92 tut mir leid
-1,my doggy got put to sleep
-1,i might no be able to get my tat
1,haha the taliban song tobey keith
-1,kinda misses being friends with @joysizzle
1,@passionkisses my bad sorry @bleakey 
-1,best get off to work  xx
1,@runawayblue dont worry thoughhe will be fine
1,just got home from carolines wedding
1,its nice being driven to work
1,going 2 watch terminator salvation bye
-1,craving 85 degrees cakes so badly
1,whatever happened to sarahshashtag 
1,@peterpek ok  and just dropped another one
1,@jenscloset voted  good luck
1,mtv video awards
1,@zombieassassin yes great
-1,@anticipating
1,listening to marcie presents behind the lyric episode 12
1,@snedwan lets do it  im aboard
-1,i feel so bad celtics are out
1,lol oklets call a truce rickolas
1,@crazytwism haha good for you
-1,i hate boys   lol
-1,already bored of summer
-1,need ideas for pixeling  help
1,i have a secret and only i know
1,rocked the playa del run 5k with marisol
-1,just drained my frequent flyer miles
-1,starting to miss my bro amp mom
1,@youngq yay 3000 that was fast
1,@ceetee faved anyways
1,off to the coop
1,@tilbs just heading out with my brother
1,ppl who are following me 
1,@azzahzaza wow thank you so much darling
1,is officially on her own
-1,carless and stuck in bprt
1,@odrisck anything  bookmark  keychain  surprise me
1,@realitythedon hey  was good
1,project later now its naptime
1,@chuckspezzano one writer to anotheri understand
-1,@amysav83 nah sorry can do better
1,@dentlizard way to go hun  you look great
1,graduation is so close planning my 4th of july
-1,@amruth92 so whats wrong
1,i do love mac and cheese
1,@marcweil aww i was hoping for something more interesting
-1,@mieahmt nevermind its raining
-1,i think mac studio fix broke me out
1,@twingly25 maybe that weekend
-1,@taymarr7465 nope
-1,today has been good but also kind of sucky
-1,stomach flu its the shits
1,my bis connection is kaput no bbm feels lonely
-1,i badly miss the us
1,gtwaitinq for mii dad to qet back with breakfastlt
-1,taken forums down experiencing problems with @mybbgroup
-1,really needs her lolo
-1,twitter wont work on my mob
1,i need coffee however please intravenous
1,httptwitpiccom6fdda  me and brad  summer last year
1,@therealmarcus kk nite boo
1,@krystalatwork should work now  let me know
-1,my head hurts
1,@almightysal    are you hanging out tn
-1,@kalmichael i got the 3g in march
-1,@caraax your hair gets so long so quick jealous
-1,@jenniferragusa moving out of celebrationwhy
1,im off night
1,@iheartnynuk whahaha i love the tatas
-1,@paigevanessa o i heard loadsa people are goin
-1,need to cool off its crazy hot
1,@vmdoug hey its crisis for everyone
1,@emmy21 thanks
-1,@cryshornsby
1,@brettbodine id email em back tmi
-1,essay debate exams  ugh
1,yaaayspag bol tastes lovely
1,@dorkierthanyou hey you changed your pic i like it
1,@anniezsilly2xox  yea i am 
1,new flightcontrol record httptwitpiccom6m4da
